article,volume,pageBegin,pageEnd
10.1007/978-3-319-21410-8_46,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,128,141
10.1016/j.artint.2015.09.003,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,104,112
10.1109/TMC.2011.126,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,82,86
10.1111/j.1467-9671.2005.00210.x,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,38,47
10.4028/www.scientific.net/AMM.44-47.4131,IEEE Transactions on Pattern Analysis and Machine Intelligence-2,125,143
10.1007/978-3-642-01639-4_27,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,19,44
10.4204/EPTCS.166.10,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,273,288
10.1007/BF00263929,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,117,140
10.1016/j.camwa.2011.09.016,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,38,48
10.1007/978-3-540-69850-0_13,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,251,281
10.2478/msp-2019-0044,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,114,133
10.1007/s00236-015-0244-z,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,198,210
10.1007/978-3-642-34407-7_11,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,211,229
10.1007/S10796-017-9823-6,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,290,306
10.1145/1390681.1442799,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,182,203
10.1137/090747774,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,58,73
10.1007/978-3-319-25017-5_12,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,224,238
10.1016/j.dam.2010.06.015,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,231,248
10.1007/11523468_28,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,26,42
10.1016/j.datak.2008.10.003,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,128,137
10.1016/j.is.2018.03.002,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,48,57
10.1016/J.JMAA.2005.05.004,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,114,132
10.1016/j.tcs.2008.02.004,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,68,80
10.1007/978-3-642-02927-1_53,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,62,77
10.1023/A:1014455931537,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,103,120
10.1007/978-3-540-46642-0_49,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,241,260
10.1177/1729881419846739,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,84,98
10.1109/TCAD.2020.3012240,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,55,63
10.1007/11602613_92,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,125,148
10.1109/DEXA.2010.72,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,268,282
10.11499/SICEP.2004.0_80_3,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,288,298
10.1007/3-540-44577-3_10,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,23,47
10.1016/j.eswa.2017.03.047,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,181,191
10.1016/j.tcs.2003.10.028,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,182,198
10.1007/978-3-540-72952-5_17,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,246,266
10.1007/978-3-030-52991-8_4,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,153,167
10.1007/s00236-015-0247-9,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,1,13
10.1007/978-3-642-32589-2_55,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,109,121
10.1145/3154525,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,212,225
10.1016/S0377-0427(01)00460-5,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,290,299
10.1007/BF01408555,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,138,150
10.1007/s00165-015-0341-3,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,278,288
10.1007/978-3-319-70503-3_13,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,156,175
10.1109/CISS.2016.7460487,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,149,161
10.18725/OPARU-1682,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,195,206
10.1007/978-3-319-39086-4_6,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,296,325
10.4204/EPTCS.334.4,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,226,249
10.1109/RAIT.2016.7507967,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,203,213
10.1007/978-3-540-75560-9_26,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,116,135
10.1002/RSA.V26:1/2,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,134,156
10.1007/978-3-540-78291-9_6,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,175,192
10.1051/ITA/2019002,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,255,265
10.14778/2556549.2556580,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,130,143
10.5860/choice.42-1619a,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,211,216
10.1016/j.disc.2012.09.016,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,4,22
10.1109/TSE.2013.44,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,31,44
10.3990/1.9789085703044,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,30,48
10.1109/SNPD.2007.346,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,273,280
10.4204/EPTCS.151.8,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,90,95
10.1215/00294527-2008-017,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,174,189
10.1142/S1793830910000838,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,99,112
10.14778/3380750.3380757,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,261,281
10.1007/978-3-642-11467-0_12,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,205,223
10.1101/2021.02.05.429839,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,69,85
10.25596/jalc-2007-333,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,108,132
10.1002/9780470050118.ecse408,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,59,71
10.1016/j.entcs.2004.06.010,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,25,42
10.1016/S0049-237X(09)70690-1,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,249,253
10.1016/j.entcs.2007.08.021,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,49,62
10.1109/ISPA.2013.6703810,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,219,238
10.1007/978-3-540-27812-2_23,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,127,152
10.1007/BF00262972,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,75,94
10.1007/978-3-540-39917-9_24,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,7,19
10.1155/2015/982041,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,8,22
10.1080/03946975.2003.10531186,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,105,118
10.1016/j.tcs.2016.10.013,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,146,160
10.1007/s00236-015-0228-z,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,128,144
10.1016/j.is.2020.101703,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,23,34
10.1145/3162614,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,123,132
10.1007/978-3-319-29608-1_4,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,94,108
10.1016/j.scico.2018.05.007,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,50,59
10.1109/TAIC-PART.2006.28,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,252,266
10.1007/BF00264257,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,112,127
10.1504/IJWET.2008.016106,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,290,302
10.1142/S0129054112400473,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,126,137
10.1007/978-3-319-08915-7_4,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,87,103
10.1007/978-3-319-10172-9_17,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,80,103
10.1007/11562436_8,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,267,287
10.1016/J.MECHRESCOM.2012.03.008,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,237,241
10.1007/978-3-540-25940-4_47,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,117,127
10.1007/s00165-020-00509-0,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,60,71
10.1007/BF00266049,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,16,22
10.1007/3-540-55808-X_34,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,249,261
10.1007/S002360050002,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,51,77
10.1155/2009/561672,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,51,59
10.1007/978-3-0348-8211-8_22,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,217,242
10.1007/BF00289268,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,41,61
10.1007/978-3-319-95189-8_13,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,252,265
10.1109/ICSSSM.2006.320690,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,61,79
10.4208/CICP.010415.110915A,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,146,158
10.1109/PIMRC.2008.4699606,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,149,166
10.1007/978-3-642-25575-5_18,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,57,77
10.1109/BNCOD.2007.13,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,295,311
10.5445/KSP/1000016551,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,124,144
10.25911/5d666b238d5ba,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,70,88
10.1007/978-3-319-25150-9_5,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,58,73
10.1007/978-3-642-17358-5_1,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,12,20
10.1109/LICS.2012.66,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,62,79
10.1088/1757-899X/767/1/012030,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,112,130
10.1007/BF00263583,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,211,224
10.1109/TAC.2003.819076,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,11,36
10.1007/BF01213603,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,89,107
10.1145/2588555.2612175,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,173,191
10.13097/archive-ouverte/unige:2323,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,51,80
10.4230/LIPIcs.MFCS.2016.81,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,24,38
10.1007/978-3-540-89985-3_92,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,284,295
10.1007/978-3-319-19488-2_4,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,158,172
10.1007/11603047_20,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,147,159
10.1016/j.fss.2007.02.016,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,265,280
10.1109/FPL50879.2020.00056,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,127,138
10.1016/J.APRADISO.2005.11.018,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,41,66
10.1006/jcta.2002.3263,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,97,115
10.1142/S0129054108005917,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,68,92
10.3390/APP7100970,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,51,62
10.1201/9781584888239-c22,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,44,54
10.1155/2014/352152,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,108,111
10.1145/ 1895419.1899474,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,35,44
10.1007/978-3-030-61588-8_5,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,95,110
10.1023/A:1018952121991,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,288,310
10.1007/978-3-319-08783-2_9,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,35,52
10.1007/978-3-540-30228-5_5,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,176,194
10.1109/TIT.2005.862097,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,243,251
10.1007/BFb0021012,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,219,233
10.1007/s10992-015-9369-3,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,286,294
10.1023/A:1024764232069,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,113,129
10.1109/TSMCA.2012.2186440,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,136,154
10.1016/j.scico.2006.10.001,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,11,20
10.1214/EJP.V16-889,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,9,26
10.1007/978-3-642-29072-5_5,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,279,295
10.22152/programming-journal.org/2018/2/13,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,204,219
10.1145/3033273,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,225,241
10.1142/S0218001418590115,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,168,175
10.1007/978-3-540-78791-4_7,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,80,105
10.1007/978-3-540-75698-9_20,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,117,136
10.1007/BF01214955,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,155,167
10.1007/3-540-54572-7_8,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,150,167
10.1007/s00165-011-0205-4,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,299,320
10.1515/popets-2016-0029,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,95,115
10.1090/dimacs/059/08,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,230,244
10.1007/BF00268134,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,202,216
10.1007/978-3-662-58381-4_9,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,23,42
10.1145/3418287,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,237,250
10.1007/S00170-012-4553-X,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,38,55
10.1007/978-3-540-77312-2_10,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,87,98
10.1007/s10472-005-9000-3,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,231,239
10.14778/2733085.2733094,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,135,150
10.1007/978-3-319-03898-8,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,27,44
10.1145/2983990.2984011,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,224,240
10.4230/LIPIcs.MFCS.2019.76,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,25,39
10.1016/S0305-0483(01)00048-2,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,148,166
10.1007/11596141_37,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,84,94
10.3182/20090610-3-IT-4004.00010,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,71,86
10.1007/s00607-010-0107-y,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,89,101
10.1016/j.tcs.2009.05.033,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,282,296
10.1007/978-3-642-40213-5_3,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,2,15
10.1007/BF00264318,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,178,197
10.1134/S0032946009020082,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,154,171
10.1007/978-3-642-40922-6_10,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,279,291
10.1007/978-1-84882-912-1_1,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,150,173
10.1007/978-3-319-49052-6\_9,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,295,312
10.1145/3916.4019,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,120,139
10.2168/LMCS-5(2:8)2009,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,252,263
10.1109/MAHSS.2005.1542821,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,123,141
10.1145/1807085.1807122,IEEE Transactions on Pattern Analysis and Machine Intelligence-3,50,60
